SIC,SIC Title (and note),2002 NAICS,2002 NAICS Title
3449,Miscellaneous Structural Metal Work (fabricated bar joists and concrete reinforcing bars),332312,Fabricated Structural Metal Manufacturing
3449,Miscellaneous Structural Metal Work (curtain wall and metal plaster bases and lath),332323,Ornamental and Architectural Metal Work Manufacturing
3451,Screw Machine Products,332721,Precision Turned Product Manufacturing
3452,"Bolts, Nuts, Screws, Rivets, and Washers",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
3462,Iron and Steel Forgings,332111,Iron and Steel Forging
3463,Nonferrous Forgings,332112,Nonferrous Forging
3465,Automotive Stampings,336370,Motor Vehicle Metal Stamping
3466,Crowns and Closures,332115,Crown and Closure Manufacturing
3469,"Metal Stampings, NEC (except kitchen utensils, pots and pans for cooking, coins, and stamped metal boxes)",332116,Metal Stamping
3469,"Metal Stampings, NEC (kitchen utensils, pots, and pans for cooking)",332214,"Kitchen Utensil, Pot, and Pan Manufacturing"
3469,"Metal Stampings, NEC (stamped metal tool, cash, mail, and lunch boxes)",332439,Other Metal Container Manufacturing
3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring",332813,"Electroplating, Plating, Polishing, Anodizing and Coloring"
3479,"Coating, Engraving, and Allied Services, NEC (except jewelry, silverware, and flatware engraving and etching)",332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
3479,"Coating, Engraving, and Allied Services, NEC (precious metal jewelry engraving and etching)",339911,Jewelry (except Costume) Manufacturing
3479,"Coating, Engraving, and Allied Services, NEC (silver and plated ware engraving and etching)",339912,Silverware and Holloware Manufacturing
3479,"Coating, Engraving, and Allied Services, NEC (costume jewelry engraving and etching)",339914,Costume Jewelry and Novelty Manufacturing
3482,Small Arms Ammunition,332992,Small Arms Ammunition Manufacturing
3483,"Ammunition, Except for Small Arms",332993,Ammunition (except Small Arms) Manufacturing
3484,Small Arms,332994,Small Arms Manufacturing
3489,"Ordnance and Accessories, NEC",332995,Other Ordnance and Accessories Manufacturing
3491,Industrial Valves,332911,Industrial Valve Manufacturing
3492,Fluid Power Valves and Hose Fittings,332912,Fluid Power Valve and Hose Fitting Manufacturing
3493,"Steel Springs, Except Wire",332611,Spring (Heavy Gauge) Manufacturing
3494,"Valves and Pipe Fittings, NEC (except metal pipe hangers and supports)",332919,Other Metal Valve and Pipe Fitting Manufacturing
3494,"Valves and Pipe Fittings, NEC (metal pipe hangers and supports)",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
3495,Wire Springs (except watch and clock springs),332612,Spring (Light Gauge) Manufacturing
3495,Wire Springs (clock and watch springs),334518,"Watch, Clock, and Part Manufacturing"
3496,Miscellaneous Fabricated Wire Products (potato mashers),332214,"Kitchen Utensil, Pot, and Pan Manufacturing"
3496,Miscellaneous Fabricated Wire Products (except shopping carts and potato mashers),332618,Other Fabricated Wire Product Manufacturing
3496,Miscellaneous Fabricated Wire Products (shopping carts made from purchased wire),333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
3497,Metal Foil and Leaf (laminated aluminum foil rolls and sheets for flexible packaging uses),322225,Laminated Aluminum Foil Manufacturing for Flexible Packaging Uses
3497,Metal Foil and Leaf (foil and foil containers),332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
3498,Fabricated Pipe and Pipe Fittings,332996,Fabricated Pipe and Pipe Fitting Manufacturing
3499,"Fabricated Metal Products, NEC (powder metallurgy)",332117,Powder Metallurgy Part Manufacturing
3499,"Fabricated Metal Products, NEC (metal boxes)",332439,Other Metal Container Manufacturing
3499,"Fabricated Metal Products, NEC (safe and vault locks)",332510,Hardware Manufacturing
3499,"Fabricated Metal Products, NEC (metal aerosol valves)",332919,Other Metal Valve and Pipe Fitting Manufacturing
3499,"Fabricated Metal Products, NEC (other metal products)",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
3499,"Fabricated Metal Products, NEC (metal automobile seat frames)",336360,Motor Vehicle Seating and Interior Trim Manufacturing
3499,"Fabricated Metal Products, NEC (metal furniture frames)",337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
3511,"Steam, Gas, and Hydraulic Turbines, and Turbine Generator Set Units",333611,Turbine and Turbine Generator Set Units Manufacturing
3519,"Internal Combustion Engines, NEC (except stationary engine radiators)",333618,Other Engine Equipment Manufacturing
3519,"Internal Combustion Engines, NEC (stationary engine radiators)",336399,All Other Motor Vehicle Parts Manufacturing
3523,Farm Machinery and Equipment (hand hair clippers for animals),332212,Hand and Edge Tool Manufacturing
3523,"Farm Machinery and Equipment (corrals, stalls, and holding gates)",332323,Ornamental and Architectural Metal Work Manufacturing
3523,"Farm Machinery and Equipment (except corrals, stalls, holding gates, hand clippers for animals, and farm conveyors/elevators)",333111,Farm Machinery and Equipment Manufacturing
3523,Farm Machinery and Equipment (farm conveyors and elevators),333922,Conveyor and Conveying Equipment Manufacturing
3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment (nonpowered lawnmowers),332212,Hand and Edge Tool Manufacturing
3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment (except nonpowered lawnmowers),333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
3531,"Construction Machinery and Equipment (except railway track maintenance equipment; winches, aerial work platforms; and automotive wrecker hoists)",333120,Construction Machinery Manufacturing
3531,"Construction Machinery and Equipment (winches, aerial work platforms, automobile wrecker hoists, locomotive cranes, and ship cranes)",333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
3531,Construction Machinery and Equipment (railway track maintenance equipment),336510,Railroad Rolling Stock Manufacturing
3532,"Mining Machinery and Equipment, Except Oil and Gas Field Machinery and Equipment",333131,Mining Machinery and Equipment Manufacturing
3533,Oil and Gas Field Machinery and Equipment,333132,Oil and Gas Field Machinery and Equipment Manufacturing
3534,Elevators and Moving Stairways,333921,Elevator and Moving Stairway Manufacturing
3535,Conveyors and Conveying Equipment,333922,Conveyor and Conveying Equipment Manufacturing
3536,"Overhead Traveling Cranes, Hoists, and Monorail Systems",333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
3537,"Industrial Trucks, Tractors, Trailers, and Stackers (metal air cargo containers)",332439,Other Metal Container Manufacturing
3537,"Industrial Trucks, Tractors, Trailers, and Stackers (metal pallets)",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
3537,"Industrial Trucks, Tractors, Trailers, and Stackers (except metal pallets and metal air cargo containers)",333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
3541,"Machine Tools, Metal Cutting Types",333512,Machine Tool (Metal Cutting Types) Manufacturing
3542,"Machine Tools, Metal Forming Type",333513,Machine Tool (Metal Forming Types) Manufacturing
3543,Industrial Patterns,332997,Industrial Pattern Manufacturing
3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds (industrial molds)",333511,Industrial Mold Manufacturing
3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds (except molds)",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
3545,"Cutting Tools, Machine Tool Accessories, and Machinist Precision Measuring Devices (precision measuring devices)",332212,Hand and Edge Tool Manufacturing
3545,"Cutting Tools, Machine Tool Accessories, and Machinists' Precision Measuring Devices (except precision measuring devices)",333515,Cutting Tool and Machine Tool Accessory Manufacturing
3546,Power-Driven Handtools,333991,Power-Driven Hand Tool Manufacturing
3547,Rolling Mill Machinery and Equipment,333516,Rolling Mill Machinery and Equipment Manufacturing
3548,Electric and Gas Welding and Soldering Equipment (except transformers for arc-welding),333992,Welding and Soldering Equipment Manufacturing
3548,Electric and Gas Welding and Soldering Equipment (transformers for arc-welders),335311,"Power, Distribution, and Specialty Transformer Manufacturing"
3549,"Metalworking Machinery, NEC",333518,Other Metalworking Machinery Manufacturing
3552,Textile Machinery,333292,Textile Machinery Manufacturing
3553,Woodworking Machinery,333210,Sawmill and Woodworking Machinery Manufacturing
3554,Paper Industries Machinery,333291,Paper Industry Machinery Manufacturing
3555,Printing Trades Machinery and Equipment,333293,Printing Machinery and Equipment Manufacturing
3556,Food Products Machinery,333294,Food Product Machinery Manufacturing
3559,"Special Industry Machinery, NEC (nuclear control rod drive mechanisms)",332410,Power Boiler and Heat Exchanger Manufacturing
3559,"Special Industry Machinery, NEC (cotton ginning machinery)",333111,Farm Machinery and Equipment Manufacturing
3559,"Special Industry Machinery, NEC (rubber and plastics manufacturing machinery)",333220,Plastics and Rubber Industry Machinery Manufacturing
3559,"Special Industry Machinery, NEC (semiconductor machinery manufacturing)",333295,Semiconductor Machinery Manufacturing
3559,"Special Industry Machinery, NEC (except rubber and plastics manufacturing machinery, semiconductor manufacturing machinery, and automotive maintenance equipment)",333298,All Other Industrial Machinery Manufacturing
3559,"Special Industry Machinery, NEC (automotive maintenance equipment)",333319,Other Commercial and Service Industry Machinery Manufacturing
3561,Pumps and Pumping Equipment,333911,Pump and Pumping Equipment Manufacturing
3562,Ball and Roller Bearings,332991,Ball and Roller Bearing Manufacturing
3563,Air and Gas Compressors,333912,Air and Gas Compressor Manufacturing 
3564,Industrial and Commercial Fans and Blowers and Air Purification Equipment (air purification equipment),333411,Air Purification Equipment Manufacturing
3564,Industrial and Commercial Fans and Blowers and Air Purification Equipment (fans and blowers),333412,Industrial and Commercial Fan and Blower Manufacturing
3565,Packaging Machinery,333993,Packaging Machinery Manufacturing
3566,"Speed Changers, Industrial High-Speed Drives, and Gears",333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
3567,Industrial Process Furnaces and Ovens,333994,Industrial Process Furnace and Oven Manufacturing
3568,"Mechanical Power Transmission Equipment, NEC",333613,Mechanical Power Transmission Equipment Manufacturing
3569,"General Industrial Machinery and Equipment, NEC (textile fire hose)",314999,All Other Miscellaneous Textile Product Mills
3569,"General Industrial Machinery and Equipment, NEC (electric swimming pool heaters)",333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
3569,"General Industrial Machinery and Equipment, NEC (except fire hoses and electric swimming pool heaters)",333999,All Other Miscellaneous General Purpose Machinery  Manufacturing
3571,Electronic Computers,334111,Electronic Computer Manufacturing
3572,Computer Storage Devices,334112,Computer Storage Device Manufacturing
3575,Computer Terminals,334113,Computer Terminal Manufacturing
3577,"Computer Peripheral Equipment, NEC (except plotter controllers and magnetic tape head cleaners)",334119,Other Computer Peripheral Equipment Manufacturing
3577,"Computer Peripheral Equipment, NEC (plotter controllers)",334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
3577,"Computer Peripheral Equipment, NEC (magnetic tape head cleaners)",334613,Magnetic and Optical Recording Media Manufacturing
3578,"Calculating and Accounting Machinery, Except Electronic Computers (change making machines)",333311,Automatic Vending Machine Manufacturing
3578,"Calculating and Accounting Machinery, Except Electronic Computers (except point of sales terminals, change making machines and funds transfer devices)",333313,Office Machinery Manufacturing
3578,"Calculating and Accounting Machines, Except Electronic Computers (point of sale terminals and fund transfer devices)",334119,Other Computer Peripheral Equipment Manufacturing
3579,"Office Machines, NEC (except timeclocks, time stamps, pencil sharpeners, stapling machines, etc.)",333313,Office Machinery Manufacturing
3579,"Office Machines, NEC (time clocks and other time recording devices)",334518,"Watch, Clock, and Part Manufacturing"
3579,"Office Machines, NEC (pencil sharpeners, staplers and other office equipment)",339942,Lead Pencil and Art Good Manufacturing
3581,Automatic Vending Machines,333311,Automatic Vending Machine Manufacturing
3582,"Commercial Laundry, Drycleaning, and Pressing Machines",333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing"
3585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment (except motor vehicle air-conditioning),333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
3585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment (motor vehicle air-conditioning),336391,Motor Vehicle Air-Conditioning Manufacturing
3586,Measuring and Dispensing Pumps,333913,Measuring and Dispensing Pump Manufacturing
3589,"Service Industry Machinery, NEC",333319,Other Commercial and Service Industry Machinery Manufacturing
